city,instance_id,solver,variant,reference_variant,num_customers,total_demand,distance_m,fuel_l,co2_kg,distance_penalty_pct,fuel_penalty_pct,co2_penalty_pct,feasible,infeasible_reason,runtime_seconds,seed
macau,21,OR-Tools,SR,AR,20,134,27916.102888055342,117.3465391787565,314.4887249990674,22.370596729375002,22.422493490374684,22.422493490374666,True,,44.99964270007331,63
macau,21,OR-Tools,AR,AR,20,134,22812.75374491501,95.85374046313044,256.8880244411896,0.0,0.0,0.0,True,,44.99971609993372,63
macau,22,OR-Tools,SE,AR,20,134,29236.673904703017,122.70543147154561,328.85055634374226,5.955228863338383,6.014725702822682,6.01472570282268,True,,44.999807599931955,64
macau,22,OR-Tools,SM,AR,20,134,30467.35319143677,127.84447974873285,342.62320572660406,10.415274691679658,10.4547475253767,10.454747525376694,True,,44.999736699974164,64
macau,22,OR-Tools,SR,AR,20,134,30179.79319948257,126.46459072563012,338.92510314468876,9.373142304843894,9.262554526825568,9.262554526825573,True,,45.00020140002016,64
macau,22,OR-Tools,AR,AR,20,134,27593.422446770073,115.74376168789024,310.1932813235459,0.0,0.0,0.0,True,,44.99965770007111,64
macau,23,OR-Tools,SE,AR,20,114,24592.288900218035,103.26129655825272,276.7402747761173,11.980104857404658,11.959277112023218,11.959277112023216,True,,44.9999863000121,65
macau,23,OR-Tools,SM,AR,20,114,24669.357446328257,103.54518473898007,277.5010951004666,12.331033716025615,12.267077968241894,12.267077968241903,True,,44.9999823999824,65
macau,23,OR-Tools,SR,AR,20,114,23181.30686361494,97.50667066730912,261.31787738838847,5.5552487957418455,5.719923392145035,5.71992339214504,True,,45.000222599948756,65
macau,23,OR-Tools,AR,AR,20,114,21961.301904060394,92.23112119144218,247.17940479306506,0.0,0.0,0.0,True,,45.00008429994341,65
macau,24,OR-Tools,SE,AR,20,134,25317.881533169657,106.13713432654887,284.447519995151,6.167498268344658,6.267593532138889,6.267593532138888,True,,44.99976519995835,66
macau,24,OR-Tools,SM,AR,20,134,25666.750876506125,107.60560672978238,288.3830260358168,7.630439998126738,7.737870918561099,7.737870918561084,True,,44.99966490000952,66
macau,24,OR-Tools,SR,AR,20,134,24465.54567087832,102.47306280753557,274.62780832419537,2.5933301032353624,2.599018293832346,2.599018293832347,True,,45.00038029998541,66
